fid,name_id,name,status,feat_id,feat_type,nzgb_ref,land_district,crd_projection,crd_north,crd_east,crd_datum,crd_latitude,crd_longitude,info_ref,info_origin,info_description,info_note,feat_note,maori_name,cpa_legislation,conservancy,doc_cons_unit_no,doc_gaz_ref,treaty_legislation,geom_type,accuracy,gebco,region,scufn,height,ant_pn_ref,ant_pgaz_ref,scar_id,scar_rec_by,accuracy_rating,desc_code,rev_gaz_ref,rev_treaty_legislation
"37675","7006",Whanganui,Official Assigned,"132411",City,2012 (148) p.4416,Wellington,NZTM,5577705.7,1773280.4,NZGD2000,-39.933041,175.027947,"Feature shown on: NZMS260 R22 Edition 1 1987.
GES-N15-07-09/114","Assigning alternative names: Whanganui or Wanganui for the same geographic feature, ie a city. The town/city takes its name from Whanganui River. The word ‘Whanganui’ is a compound word made of ‘whanga’ and ‘nui’. ‘Wanga’ is not a word in the Māori lexicon. Whanganui means the long wait and relates to traditional oral histories of (i) Kupe's people waiting for his return from a journey up the Whanganui River, or (ii) when the ancestor Hau (Te Ati Hau-nui-a-Paparangi) stood at the mouth of the river, waiting for the tide to change before he could cross safely.
During planning of the city (c.1850) the New Zealand Company proposed that it be named Petre (pronounced Peter).",Located at the mouth of Whanganui River.,,,Yes,,,,,,POINT,,,,,,,,,,,,,
"37751","3193",Manukau,Official Assigned,"13306",City,1966 (19) p.577,North Auckland,NZTM,5903630.7,1765901.8,NZGD2000,-36.998848,174.864447,"Min 3, 20/8/1965; Corres XXXV pp 228-32, XXXVIII pp 118-9, 132-40, 225, XLIII pp 54, 96-7, XLV pp 178-9","The name Manukau was selected by a poll of residents, from a list of five names in 1965. The name was taken from the existing county name and also the name of the major harbour to the West of the new city.",New city in North Auckland Land District comprising the area of the former districts of the County of Manukau and the Borough of Manurewa,,,Yes,,,,,,POINT,,,,,,,,,,,,,
"37856","20040",Dunedin,Unofficial Recorded,"105004",City,,Otago,NZTM,4916884.1,1406253.5,NZGD2000,-45.874332,170.503483,,,Feature shown on: NZMS260 I44 J44,,,No,,,,,,POINT,,,,,,,,,,"5",METR,,
"37884","22102",Hamilton,Unofficial Recorded,"107068",City,,South Auckland,NZTM,5816071.6,1800161.7,NZGD2000,-37.780806,175.272917,,,Feature shown on: NZMS260 S14,,,No,,,,,,POINT,,,,,,,,,,"6",TOWN,,
"37900","22316",Hastings,Unofficial Recorded,"107282",City,,Hawke's Bay,NZTM,5605237.8,1930106.6,NZGD2000,-39.638968,176.846515,,,Feature shown on: NZMS260 V21 Edition 1 1981 Limited Revision 1996,,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"37960","23532",Invercargill,Unofficial Recorded,"108498",City,,Southland,NZTM,4847859.2,1243640.6,NZGD2000,-46.428681,168.361596,,[See entry in the dictionary of New Zealand Biography for William Cargill](https://teara.govt.nz/en/biographies/1c4/cargill-william),Feature shown on: NZMS260 E47 D47 Edition 1 1983,,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"38537","32121",Napier,Unofficial Recorded,"117097",City,,Hawke's Bay,NZTM,5620216.2,1934717.9,NZGD2000,-39.502528,176.892583,,,Feature shown on: NZMS260 V21 Edition 1 1981 Limited Revision 1996,,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"38540","32186",Nelson,Unofficial Recorded,"117162",City,,Nelson,NZTM,5430847.2,1623647.4,NZGD2000,-41.273459,173.282347,LINZ file reference GES-N15-01-07/1670,"Reed - One of the four New Zealand Company settlements. As Wellington had been named in honour of Britain’s most famous soldier, the New Zealand Company felt it was fitting to call the settlement across the strait by the name of her most famous sailor, naming it for Vice-Admiral The Viscount Horatio Nelson. Many original street names follow a 'Nelson' theme, eg 'Trafalgar', 'Nile', 'St. Vincent' after battles, 'Hardy' and 'Collingwood' after admirals, 'Vanguard' and 'Victory' after ships of the line. In its early history Nelson was jocularly known as Hobson’s Choice; see Hobsonville.

Maori names for the village on the site of the settlement: Wakatu, lit. waka: canoe; tu: to pile up; i.e. A place where broken canoes were deposited, but also rendered sheltered harbour; or Whakatu, lit. to erect or raise up, or a formal speech. The Boulder Bank was Te Tahuna-a-Tamaiea, lit. te: the; tahuna: shoal; a: of; Tamaiea (also spelt Te Maia). Tamaiea created the bank that enabled Nelson to provide safe anchor for waka.

A Ngāti Koata version of the naming relates it to a person who sought refuge here and was told ‘Whakaturia tou pa ki a tena puke’ which means ‘Set up your home on that hill’. The area became known as Whakaturia and later Whakatu. Refer Wakatu (suburb).
","Feature shown on: NZMS260 O27 Edition 2 1994; NZTopo50-BQ26 236308",,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"38541","32238",New Plymouth,Unofficial Recorded,"117214",City,,Taranaki,NZTM,5676448.3,1693721.8,NZGD2000,-39.056023,174.083182,,,Feature shown on: NZMS260 P19 Edition 1 1984,,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"38844","35161",Palmerston North,Unofficial Recorded,"120142",City,,Wellington,NZTM,5529480.1,1822199.9,NZGD2000,-40.35566,175.616579,,,Feature shown on: NZMS260 T24 Edition 1 1980,,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"45923","54686",Wellington,Official Approved,"137008",City,2020-ln3108,Wellington,NZTM,5428018.5,1748778.3,NZGD2000,-41.285574,174.776685,,,"Feature shown on: NZMS260 R27 Edition 2 1994; NZTopo50-BQ31 488280",,,No,,,,,,POINT,,,,,,,,,,,,,
"46743","59847",Oxford,Unofficial Replaced,"129123",Town,,South Auckland,NZTM,5792892.7,1842397.7,NZGD2000,-37.979254,175.759839,Designation of Districts: Linzone file reference: fA515085,,"Feature shown on: NZMS260 T15 Edition 1 1980; NZTopo50-BE35 424929",,,No,,,,,,POINT,,,,,,,,,,,,,
"46880","21397",Glen Eden,Unofficial Recorded,"106362",Town,,North Auckland,NZTM,5913234.6,1746910.1,NZGD2000,-36.91547,174.649231,,,Feature shown on: NZMS260 R11 Edition 2 1994,,,No,,,,,,POINT,,,,,,,,,,"5",USAT,,
"47193","44138",Tīrau,Official Approved,"129123",Town,2019-ln2814,South Auckland,NZTM,5792892.7,1842397.7,NZGD2000,-37.979254,175.759839,"Linzone ID: A3495892; A3572612; Designation of Districts: Linzone file reference: fA515085",,"Feature shown on: NZMS260 T15 Edition 1 1980; NZTopo50-BE35 424929",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"47352","47467",Warkworth,Unofficial Recorded,"132453",Town,,North Auckland,NZTM,5970340.6,1749193.9,NZGD2000,-36.400522,174.663746,,,Feature shown on: NZMS260 R09 Edition 1 1981,,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"47765","16826",Blenheim,Official Approved,"101787",Town,2021-ln2003,Marlborough,NZTM,5403929.2,1679933.7,NZGD2000,-41.512283,173.957892,"Linzone ID: fA490228; A4405895",,"Feature shown on: NZMS260 P28 Edition 2 1985 Limited Revision 1997; NZTopo50-BR28 799039",,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"48698","36012",Picton,Unofficial Recorded,"120994",Town,,Marlborough,NZTM,5428482.7,1684301.1,NZGD2000,-41.290702,174.006803,"Linzone ID: fA490228; A4405895",,Feature shown on: NZMS260 P27 Edition 2 1995,,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"49291","50644",Pembroke,Unofficial Replaced,"16860",Town,,Otago,NZTM,5042952.7,1293412.3,NZGD2000,-44.701203,169.130142,Designation of Districts: Linzone file reference: fA515085,,Town on the southeast shore of Lake Wānaka. Feature shown on: NZTopo50-CB12 934429,,,No,,,,,,POINT,,,,,,,,,,,,1948 (42) p.939,
"49897","3032",Makarewa,Official Assigned,"13147",Town,1948 (42) p.939,Southland,NZTM,4858508.4,1241919.8,NZGD2000,-46.332249,168.347412,,"Township north of Invercargill, by the Makarewa River.","North of Invercargill east of Makarewa River. Feature shown on: NZMS260 E46 Edition 1 1983; NZTopo50-CG10 419585",,,Yes,,,,,,POINT,,,,,,,,,,,,,
"49940","3574",Mosgiel,Official Assigned,"13720",Town,1948 (42) p.939,Otago,NZTM,4916371.2,1394163.4,NZGD2000,-45.875435,170.34764,,The correct spelling is apparently Mossgiel,An urban satellite west of Dunedin city on the eastern outskirts of the Taieri Plains.,,,No,,,,,,POINT,,,,,,,,,,,,,
"50184","6876",Wānaka,Official Assigned,"16860",Town,1948 (42) p.939,Otago,NZTM,5042952.7,1293412.3,NZGD2000,-44.701203,169.130142,Designation of Districts: Linzone file reference: fA515085,,Town on the southeast shore of Lake Wānaka. Feature shown on: NZTopo50-CB12 934429,,,Yes,,,,,,POINT,,,,,,,,,,,,,
"50612","50164",Makerewa Township,Unofficial Replaced,"13147",Town,,Southland,NZTM,4858508.4,1241919.8,NZGD2000,-46.332249,168.347412,,Replaced by Makarewa 1930 Hon p. 15,"North of Invercargill east of Makarewa River. Feature shown on: NZMS260 E46 Edition 1 1983; NZTopo50-CG10 419585",,,Yes,,,,,,POINT,,,,,,,,,,,,,
"51656","21023",Frankton,Unofficial Recorded,"105987",Town,,Otago,NZTM,5005584.1,1264062.3,NZGD2000,-45.023534,168.735913,,"'Otago, Lake Wakatipu. Named for Frances, the wife of W.G. Rees, probably by Sir John Richardson. Maori name: Te Kirikiri, lit. te: the; kirikiri: gravel.'
Source: Reed, A.W. & Peter Dowling, Place Names of New Zealand, 2010.",Feature shown on: NZMS260 F41 Edition 1 1991 Limited Revision 1996,,,No,,,,,,POINT,,,,,,,,,,"5",USAT,,
"52033","29028",Masterton,Unofficial Recorded,"114000",Town,,Wellington,NZTM,5463174.1,1823993.3,NZGD2000,-40.951878,175.661296,Linzone ID: fA417315,[See entry in the dictionary of New Zealand Biography for Joseph Masters](https://teara.govt.nz/en/biographies/1m23/masters-joseph),Feature shown on: NZMS260 T26 Edition 1 1980,,,No,,,,,,POINT,,,,,,,,,,"6",TOWN,,
"52179","34305",Ōtaki,Official Approved,"119286",Town,2019-ln2814,Wellington,NZTM,5486479,1780661.1,NZGD2000,-40.752817,175.140081,"Linzone ID: A3495892; A3572612","'Manawatu-Wanganui, 75 km from Wellington. Otaki Beach: Otaki Forks: Otaki River: lit. o: place of; taki: staff. The name originated with the tohunga Haupipi-a-nanaia, who was on his way southwards in search of his wife. It may refer to Hau striking his staff into the ground; or, symbolically, to making a speech; or to an indication that he wished to rest there. Another account says that as he knew his quest was coming to an end, he held his taiaha (quarter-staff) at the ready, and named the place Preparing for battle.'
Source: Reed, A.W. & Peter Dowling, Place Names of New Zealand, 2010.","Feature shown on: NZMS260 S25 Pt R25 Edition 2 1995; NZTopo50-BN33 807865",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"52753","48115",Whangaparāoa,Official Approved,"133102",Town,2019-ln2814,North Auckland,NZTM,5944207.9,1756281.6,NZGD2000,-36.634876,174.748043,"Linzone ID: A3495892; A3572612","'Auckland, 30 km from Auckland. Whangaparaoa Bay: Whangaparaoa Head: Whangaparaoa Passage: Whangaparaoa Peninsula: lit. whanga: bay; paraoa: whale. See also Whangaparaoa, Gisborne. Since the Tainui came north to this area, the Auckland places may be named in memory of the bay near Cape Runaway. An alternative is that the name is simply descriptive of the whales seen in the bay. The name was retained when the town centre was planned in 1957 despite suggested alternatives including Winston Churchill, Church Hill and Glen Arkle. An area at the eastern end of Red Beach was named Whale Cove in modern times. Dumont d’Urville gave the name Gauttier to Whangaparaoa Bay during his voyage in 1827, after his hydrography instructor Captain Gauttier-Duparc.'
Source: Reed, A.W. & Peter Dowling, Place Names of New Zealand, 2010.","Feature shown on: NZMS260 R10 Edition 2 1994; NZTopo50-BA32 563442",,,Yes,,,,,,POINT,,,,,,,,,,"6",USAT,,
"52900","7298",Aoraki/Mount Cook,Official Altered,"26005",Town,,Canterbury,NZTM,5153454.8,1366314.3,NZGD2000,-43.735107,170.098209,File BRD-02-02-00-07,"'Aoraki/Mount Cook National Park. Maori name for Mount Cook. q.v. See Cook, Mount, for literal translation. The mountain is now offi cially known as Aoraki/Mt Cook.' Source: Reed, A.W. & Peter Dowling, Place Names of New Zealand, 2010.","Feature shown on: NZMS260-H36 764154; NZTopo50-BY15 663534;",,,Yes,,,,,Section 269 and Schedule 96 Ngāi Tahu Claims Settlement Act 1998,POINT,,,,,,,,,,,,,
"52926","15178",Ahipara,Official Approved,"100138",Town,2019-ln2814,North Auckland,NZTM,6108720.2,1614246.8,NZGD2000,-35.164346,173.15644,"Linzone ID: A3495892; A3572612","'Northland, 16 km from Kaitaia. Lit. ahi: fi re; para: large fern, or a species of cabbage tree. Parts of both plants are edible, so literally the name could mean Fire at which para was cooked. Possibly a contraction of ahi parapara, an earth oven at which special rites are performed. Until the mid-nineteenth century the locality was known as Wharo, which can be rendered as Stretched out or At great length. The chief Tohe, wishing to know how far the tide had receded, ordered his slave to measure the distance by holding his arms out to count out the number of spans from high water level.' Source: Reed, A.W. & Peter Dowling, Place Names of New Zealand, 2010.","Feature shown on: NZMS260 N04 Edition 1 1984; NZTopo50-AV26 142087",,,Yes,,,,,,POINT,,,,,,,,,,"1",POPL,,
"52931","15238",Akaroa,Unofficial Recorded,"100198",Town,,Canterbury,NZTM,5149760.6,1597352,NZGD2000,-43.805215,172.967079,,"'Canterbury, Banks Peninsula. Lit. aka (whanga): harbour; roa: long. The South Island variant of the North Island Whangaroa. In the early days of settlement Akaroa was frequently called Hakaroa or Wangaloa. The township retains traces of its French origin, when it was colonised by settlers of the Nanto-Bordelaise Company, who called it Port Louis Philippe after the French king from 1830 to 1848.' Source: Reed, A.W. & Peter Dowling, Place Names of New Zealand, 2010.",Feature shown on: NZMS260 N36 Edition 1 1983 Reprint 1989,,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"52954","15829",Auckland,Unofficial Recorded,"100790",City,,North Auckland,NZTM,5920043.8,1757107.5,NZGD2000,-36.852472,174.76225,,"'Auckland, on the isthmus between the Waitemata and Manukau harbours. Maori name: Tamakimakaurau; see Tamaki Isthmus. The first governor of New Zealand, Captain William Hobson, named the city and province in honour of George Eden, Lord Auckland, who was governor-general of India 1836–42. Lord Auckland had given Hobson the command of HMS Rattlesnake in 1834, after a lengthy period of retirement on half pay. The family name of Lord Auckland is preserved in Mount Eden and other landmarks in the city. Queen Victoria’s approval of the name was announced in the New Zealand Government Gazette of 26 November 1842. The Maori form of the name Auckland is Akarana, q.v.' Source: Reed, A.W. & Peter Dowling, Place Names of New Zealand, 2010.",Feature shown on: NZMS260 R11 Edition 2 1994,,,No,,,,,,POINT,,,,,,,,,,"5",METR,,
"52997","16935",Bluff,Unofficial Recorded,"101896",Town,,Southland,NZTM,4828664.1,1243150,NZGD2000,-46.600599,168.340506,,"'Southland, 27 km from Invercargill. The name comes from the high bluff that dominates the town and the harbour, although the name was not officially recognised until 1917. It was known to the early whalers as Old Man Bluff, or Old Man’s Bluff; it is shown as ‘Old Man’s Bluff Point’ on a chart created by Captain W.L. Edwardson in 1822. In his book Bluff Harbour, Dr John Hall-Jones wrote: ‘Another early name for Bluff was Cape Bernadin. This name was given by Lieutenant Thomas McDonnell, R.N., who produced an extraordinary map of New Zealand in the 1830s . . . The name comes from San Bernadino in the Philippines, where McDonnell’s son was born.’ For many years it was known as Port Macquarie after Lachlan Macquarie, an early governor of New South Wales. When the township was surveyed it became Campbelltown after the maiden name of the wife of Colonel Sir Thomas Gore Browne, governor of New Zealand. See also Bluff Harbour. Maori name: Tikore. It cannot be translated literally with any pretence to accuracy, and may well have been named after a Maori chief. Tikore is rendered Te Kuri, lit. te: the; kuri: dog, by Dr John Hall Jones. A name for Bluff peninsula was Motupohue, which Hall-Jones translates as Island of convolvulus (pohue or Calystegia sepium). It is now officially The Bluff/Matupöhue following the Ngai Tahu Claims Settlement Act 1998. The spelling may be Motupoua and related to a hill known as ‘knoll of the old man’, after a Ngati Mamoe chief who was buried here in about 1650 overlooking his domain. Place Names of the Ancestors also records that Tamateapokai-whenua (or Tamatea-ure haea) gave a name for Bluff Hill: Te Karehu-a-Tamatea, lit. the oven of Tamatea.' Source: Reed, A.W. & Peter Dowling, Place Names of New Zealand, 2010.",Feature shown on: NZMS260 E47 D47 Edition 1 1983,,,No,,,,,,POINT,,,,,,,,,,"5",USAT,,
"53344","21904",Greytown,Official Approved,"106870",Town,2019-ln5662,Wellington,NZTM,5449456.2,1806728.6,NZGD2000,-41.079888,175.460953,Linzone ID: A3808636,"'Wellington, 86 km from Wellington. At a farewell dinner to Sir George Grey at the Crown and Anchor Tavern in Wellington on 16 March 1854, the chairman proposed that a Mr Masters, the founder of the Wairarapa Small Farms Association, should have the honour of naming the first town. Masters replied that it should be named Greytown in recognition of Sir George’s generous support. After this the chairman sought permission to name the next town Masterton, q.v. At first the township was occasionally called Kuratawhiti, the name of a nearby clearing; for a period it was expanded to Greytown North until Greytown in Otago changed its name to Allanton.' Source: Reed, A.W. & Peter Dowling, Place Names of New Zealand, 2010. [See entry in the dictionary of New Zealand Biography for George Grey](https://teara.govt.nz/en/biographies/1g21/grey-george)","Feature shown on: NZMS260 S26 Edition 2 1993; Reprinted 1994; NZTopo50-BP34 067495",,,No,,,,,,POINT,,,,,,,,,,"5",POPL,,
"53368","22450",Hāwera,Official Approved,"107416",Town,2019-ln2814,Taranaki,NZTM,5617074,1710101.5,NZGD2000,-39.588991,174.282179,"Linzone ID: A3495892; A3572612","'Taranaki, 77 km from New Plymouth. Originally Te Hawera, lit. te: the; ha: breath; wera: burnt, i.e. The breath of fire. The name recalls an attack by a taua (war party) of Ngati Okahu, led by the chief Nga-ngaru-tukitukiwaka, against the Titahi people at Whareroa. Surprising their foes at night, the taua killed all the Titahi and razed their village. The name was adopted by Pakeha in the 1860s, when Te Hawera Redoubt was constructed about 2 km from the coast. The name was then given to the town district, which in 1882 became the borough of Hawera.' Source: Reed, A.W. & Peter Dowling, Place Names of New Zealand, 2010.","Feature shown on: NZMS260 Q21 Edition 1 1987; NZTopo50-BK30 101171",,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
